date,currency,rate_to_usd
2018-03-28,EUR,1.23456997
2018-03-29,EUR,1.23457125
2018-04-03,EUR,1.23456709
2018-04-04,EUR,1.2345679
2018-04-05,EUR,1.23457384
2018-04-06,EUR,1.23457245
2018-04-09,EUR,1.23456895
2018-04-10,EUR,1.23456659
2018-04-11,EUR,1.23457011
2018-04-12,EUR,1.23456859
2018-04-13,EUR,1.23456585
2018-04-16,EUR,1.23456935
2018-04-17,EUR,1.23456861
2018-04-18,EUR,1.23456709
2018-04-19,EUR,1.23456824
2018-04-20,EUR,1.23456645
2018-04-23,EUR,1.2345671
2018-04-24,EUR,1.23456781
2018-04-25,EUR,1.23456924
2018-04-26,EUR,1.23456732
2018-04-27,EUR,1.23456553
2018-04-30,EUR,1.23456672
2018-05-02,EUR,1.19047427
2018-05-03,EUR,1.1904735
2018-05-04,EUR,1.19047294
2018-05-07,EUR,1.19047632
2018-05-08,EUR,1.19047653
2018-05-09,EUR,1.19048001
2018-05-11,EUR,1.19047405
2018-05-14,EUR,1.19047389
2018-05-15,EUR,1.19047714
2018-05-16,EUR,1.19047741
2018-05-17,EUR,1.19047535
2018-05-18,EUR,1.19047049
2018-05-22,EUR,1.19047534
2018-05-23,EUR,1.19047426
2018-05-24,EUR,1.1904754
2018-05-25,EUR,1.19047902
2018-05-28,EUR,1.19047828
2018-05-29,EUR,1.19047311
2018-05-30,EUR,1.19047411
2018-06-01,EUR,1.17647946
2018-06-04,EUR,1.17646892
2018-06-05,EUR,1.17647583
2018-06-06,EUR,1.17646975
2018-06-07,EUR,1.17646833
2018-06-08,EUR,1.17646752
2018-06-11,EUR,1.17647068
2018-06-12,EUR,1.17647168
2018-06-13,EUR,1.17646795
2018-06-14,EUR,1.17647176
2018-06-15,EUR,1.17647141
2018-06-18,EUR,1.17647021
2018-06-19,EUR,1.17647128
2018-06-20,EUR,1.17647226
2018-06-21,EUR,1.17646544
2018-06-22,EUR,1.1764665
2018-06-25,EUR,1.17647301
2018-06-26,EUR,1.17647022
2018-06-27,EUR,1.17647268
2018-06-28,EUR,1.17646896
2018-06-29,EUR,1.17647571
2018-07-02,EUR,1.17646964
2018-07-03,EUR,1.17646999
2018-07-04,EUR,1.17646965
2018-07-05,EUR,1.17647544
2018-07-06,EUR,1.17647333
2018-07-09,EUR,1.17646904
2018-07-10,EUR,1.17646879
2018-07-11,EUR,1.17646753
2018-07-12,EUR,1.1764649
2018-07-13,EUR,1.17646961
2018-07-16,EUR,1.1764703
2018-07-17,EUR,1.17647104
2018-07-18,EUR,1.17647049
2018-07-19,EUR,1.17646882
2018-07-20,EUR,1.17646993
2018-07-23,EUR,1.176471
2018-07-24,EUR,1.17646976
2018-07-25,EUR,1.17647191
2018-07-26,EUR,1.17647089
2018-07-27,EUR,1.176469
2018-07-30,EUR,1.17646997
2018-07-31,EUR,1.17647154
2018-08-01,EUR,1.16279176
2018-08-02,EUR,1.16278642
2018-08-03,EUR,1.16279271
2018-08-06,EUR,1.16279545
2018-08-07,EUR,1.16278897
2018-08-08,EUR,1.16279018
2018-08-09,EUR,1.16279108
2018-08-10,EUR,1.16279114
2018-08-13,EUR,1.16279186
2018-08-14,EUR,1.1627901
2018-08-15,EUR,1.16279085
2018-08-16,EUR,1.16279117
2018-08-17,EUR,1.1627872
2018-08-20,EUR,1.16278741
2018-08-21,EUR,1.16278993
2018-08-22,EUR,1.16279252
2018-08-23,EUR,1.16278875
2018-08-24,EUR,1.16279691
2018-08-27,EUR,1.16279192
2018-08-28,EUR,1.16279164
2018-08-29,EUR,1.16278636
2018-08-30,EUR,1.16279139
2018-08-31,EUR,1.16279191
2018-09-03,EUR,1.17646947
2018-09-04,EUR,1.17647564
2018-09-05,EUR,1.17647165
2018-09-06,EUR,1.17647078
2018-09-07,EUR,1.17648438
2018-09-10,EUR,1.17646879
2018-09-11,EUR,1.17647494
2018-09-12,EUR,1.17647025
2018-09-13,EUR,1.17647324
2018-09-14,EUR,1.17636364
2018-09-17,EUR,1.17647125
2018-09-18,EUR,1.17647086
2018-09-19,EUR,1.17647635
2018-09-20,EUR,1.17647107
2018-09-21,EUR,1.17647668
2018-09-24,EUR,1.17647331
2018-09-25,EUR,1.1764695
2018-09-26,EUR,1.17646487
2018-09-27,EUR,1.17647051
2018-09-28,EUR,1.17646604
2018-10-01,EUR,1.16279178
2018-10-02,EUR,1.16279508
2018-10-04,EUR,1.16279019
2018-10-05,EUR,1.16279017
2018-10-08,EUR,1.1627906
2018-10-09,EUR,1.16278885
2018-10-10,EUR,1.16279244
2018-10-11,EUR,1.16278979
2018-10-12,EUR,1.16279294
2018-10-15,EUR,1.16279003
2018-10-16,EUR,1.16278949
2018-10-17,EUR,1.16279015
2018-10-18,EUR,1.16278998
2018-10-19,EUR,1.16279013
2018-10-22,EUR,1.1627905
2018-10-23,EUR,1.16278959
2018-10-24,EUR,1.1627911
2018-10-25,EUR,1.1627898
2018-10-26,EUR,1.16280397
2018-10-29,EUR,1.16278674
2018-10-30,EUR,1.16279177
2018-10-31,EUR,1.16278954
2018-11-01,EUR,1.14942377
2018-11-02,EUR,1.14942169
2018-11-05,EUR,1.14942693
2018-11-06,EUR,1.14942499
2018-11-07,EUR,1.14942415
2018-11-08,EUR,1.14942419
2018-11-09,EUR,1.14941685
2018-11-12,EUR,1.14942811
2018-11-13,EUR,1.14942323
2018-11-14,EUR,1.14942526
2018-11-15,EUR,1.1494231
2018-11-16,EUR,1.14942577
2018-11-19,EUR,1.1494278
2018-11-20,EUR,1.14942861
2018-11-21,EUR,1.14942477
2018-11-22,EUR,1.14942277
2018-11-23,EUR,1.14942147
2018-11-26,EUR,1.14942522
2018-11-27,EUR,1.14942643
2018-11-28,EUR,1.14942283
2018-11-29,EUR,1.14942636
2018-11-30,EUR,1.14942967
2018-12-03,EUR,1.14942563
2018-12-04,EUR,1.14942864
2018-12-05,EUR,1.14942472
2018-12-06,EUR,1.14942432
2018-12-07,EUR,1.14942312
2018-12-10,EUR,1.14942264
2018-12-11,EUR,1.14942692
2018-12-12,EUR,1.14942583
2018-12-13,EUR,1.14942443
2018-12-14,EUR,1.14942513
2018-12-17,EUR,1.14942281
2018-12-18,EUR,1.14942402
2018-12-19,EUR,1.14942693
2018-12-20,EUR,1.14943087
2018-12-21,EUR,1.14936416
2018-12-28,EUR,1.14942544
2019-01-02,EUR,1.14942495
2019-01-03,EUR,1.14942619
2019-01-04,EUR,1.1494257
2019-01-07,EUR,1.14942547
2019-01-08,EUR,1.14942637
2019-01-09,EUR,1.14942861
2019-01-10,EUR,1.1494236
2019-01-11,EUR,1.14943072
2019-01-14,EUR,1.1494265
2019-01-15,EUR,1.14942532
2019-01-16,EUR,1.14942642
2019-01-17,EUR,1.14942453
2019-01-18,EUR,1.14942084
2019-01-21,EUR,1.14942031
2019-01-22,EUR,1.1494239
2019-01-23,EUR,1.14942645
2019-01-24,EUR,1.1494256
2019-01-25,EUR,1.14941265
2019-01-28,EUR,1.14942142
2019-01-29,EUR,1.14942604
2019-01-30,EUR,1.14942089
2019-01-31,EUR,1.14942478
2019-02-01,EUR,1.13636504
2019-02-04,EUR,1.13636294
2019-02-05,EUR,1.13636422
2019-02-06,EUR,1.13636541
2019-02-07,EUR,1.13636328
2019-02-08,EUR,1.136368
2019-02-11,EUR,1.13636572
2019-02-12,EUR,1.13636619
2019-02-13,EUR,1.13636304
2019-02-14,EUR,1.13636422
2019-02-15,EUR,1.1363644
2019-02-18,EUR,1.13636848
2019-02-19,EUR,1.13636291
2019-02-20,EUR,1.13636573
2019-02-21,EUR,1.13636431
2019-02-22,EUR,1.13637643
2019-02-25,EUR,1.1363658
2019-02-26,EUR,1.136364
2019-02-27,EUR,1.13636516
2019-02-28,EUR,1.13636274
2019-03-01,EUR,1.13636539
2019-03-04,EUR,1.13636426
2019-03-05,EUR,1.13636337
2019-03-06,EUR,1.13636404
2019-03-07,EUR,1.13636733
2019-03-08,EUR,1.13635942
2019-03-11,EUR,1.13636661
2019-03-12,EUR,1.13636259
2019-03-13,EUR,1.13636114
2019-03-14,EUR,1.13635694
2019-03-15,EUR,1.13637017
2019-03-18,EUR,1.1363681
2019-03-19,EUR,1.13636443
2019-03-20,EUR,1.13636244
2019-03-21,EUR,1.13636752
2019-03-22,EUR,1.1363706
2019-03-25,EUR,1.13636441
2019-03-26,EUR,1.13636419
2019-03-27,EUR,1.13636176
2019-03-28,EUR,1.13636139
2019-03-29,EUR,1.13636586
2019-04-01,EUR,1.12359663
2019-04-02,EUR,1.12359454
2019-04-03,EUR,1.12359522
2019-04-04,EUR,1.1235949
2019-04-05,EUR,1.12359631
2019-04-08,EUR,1.12359533
2019-04-09,EUR,1.12359337
2019-04-10,EUR,1.12359651
2019-04-11,EUR,1.12359561
2019-04-12,EUR,1.12359603
2019-04-15,EUR,1.12359752
2019-04-16,EUR,1.12359292
2019-04-17,EUR,1.12359344
2019-04-18,EUR,1.12359532
2019-04-23,EUR,1.12359559
2019-04-24,EUR,1.12359332
2019-04-25,EUR,1.12359278
2019-04-26,EUR,1.12360792
2019-04-29,EUR,1.12358718
2019-04-30,EUR,1.12358893
2019-05-02,EUR,1.12359597
2019-05-03,EUR,1.12358695
2019-05-06,EUR,1.12359488
2019-05-07,EUR,1.12359533
2019-05-08,EUR,1.12359517
2019-05-09,EUR,1.12359458
2019-05-10,EUR,1.12359558
2019-05-13,EUR,1.12359372
2019-05-14,EUR,1.12359473
2019-05-15,EUR,1.12358738
2019-05-16,EUR,1.1235937
2019-05-17,EUR,1.12359857
2019-05-20,EUR,1.12359111
2019-05-21,EUR,1.12359767
2019-05-22,EUR,1.12359498
2019-05-23,EUR,1.12359523
2019-05-24,EUR,1.12359574
2019-05-27,EUR,1.12359424
2019-05-28,EUR,1.12359514
2019-05-29,EUR,1.12359614
2019-05-31,EUR,1.12359602
2019-06-03,EUR,1.13636292
2019-06-04,EUR,1.13636327
2019-06-05,EUR,1.13636223
2019-06-06,EUR,1.13636231
2019-06-07,EUR,1.13636468
2019-06-11,EUR,1.13636489
2019-06-12,EUR,1.13636246
2019-06-13,EUR,1.13636413
2019-06-14,EUR,1.13636704
2019-06-17,EUR,1.13636978
2019-06-18,EUR,1.13636163
2019-06-19,EUR,1.1363635
2019-06-21,EUR,1.13636747
2019-06-24,EUR,1.136368
2019-06-25,EUR,1.13636538
2019-06-26,EUR,1.1363647
2019-06-27,EUR,1.13636644
2019-06-28,EUR,1.13636483
2019-07-01,EUR,1.12360094
2019-07-02,EUR,1.12359419
2019-07-03,EUR,1.12359523
2019-07-04,EUR,1.1235974
2019-07-05,EUR,1.12359737
2019-07-08,EUR,1.12359489
2019-07-09,EUR,1.12360065
2019-07-10,EUR,1.12359919
2019-07-11,EUR,1.1235949
2019-07-12,EUR,1.1235963
2019-07-15,EUR,1.12359532
2019-07-16,EUR,1.12359699
2019-07-17,EUR,1.1235952
2019-07-18,EUR,1.12359531
2019-07-19,EUR,1.12359475
2019-07-22,EUR,1.12359553
2019-07-23,EUR,1.12359461
2019-07-24,EUR,1.12359592
2019-07-25,EUR,1.12359554
2019-07-26,EUR,1.12359852
2019-07-29,EUR,1.12359289
2019-07-30,EUR,1.12359632
2019-07-31,EUR,1.12359972
2019-08-01,EUR,1.12359077
2019-08-02,EUR,1.12359217
2019-08-05,EUR,1.12359358
2019-08-06,EUR,1.1235961
2019-08-07,EUR,1.12359728
2019-08-08,EUR,1.12359643
2019-08-09,EUR,1.125
2019-08-12,EUR,1.12360154
2019-08-13,EUR,1.12359142
2019-08-14,EUR,1.12359364
2019-08-15,EUR,1.12359561
2019-08-16,EUR,1.12361955
2019-08-19,EUR,1.12359585
2019-08-20,EUR,1.12359456
2019-08-21,EUR,1.12359399
2019-08-22,EUR,1.12359585
2019-08-23,EUR,1.12360904
2019-08-26,EUR,1.1235954
2019-08-27,EUR,1.12359455
2019-08-28,EUR,1.12359369
2019-08-29,EUR,1.12359177
2019-08-30,EUR,1.12360024
2019-09-02,EUR,1.11111245
2019-09-03,EUR,1.11111274
2019-09-04,EUR,1.11110581
2019-09-05,EUR,1.11111102
2019-09-06,EUR,1.11110895
2019-09-09,EUR,1.11111359
2019-09-10,EUR,1.11111114
2019-09-11,EUR,1.11111426
2019-09-12,EUR,1.11111561
2019-09-13,EUR,1.11110782
2019-09-16,EUR,1.11111567
2019-09-17,EUR,1.11110957
2019-09-18,EUR,1.11111158
2019-09-19,EUR,1.11111182
2019-09-20,EUR,1.11111093
2019-09-23,EUR,1.11111282
2019-09-24,EUR,1.1111116
2019-09-25,EUR,1.11111126
2019-09-26,EUR,1.11111695
2019-09-27,EUR,1.11111093
2019-09-30,EUR,1.11111162
2019-10-01,EUR,1.11111157
2019-10-02,EUR,1.11111118
2019-10-04,EUR,1.11110557
2019-10-07,EUR,1.11111108
2019-10-08,EUR,1.11111051
2019-10-09,EUR,1.11111019
2019-10-10,EUR,1.11111006
2019-10-11,EUR,1.11111748
2019-10-14,EUR,1.11111668
2019-10-15,EUR,1.11111224
2019-10-16,EUR,1.11111217
2019-10-17,EUR,1.1111006
2019-10-18,EUR,1.11111449
2019-10-21,EUR,1.11111212
2019-10-22,EUR,1.11111131
2019-10-23,EUR,1.11111056
2019-10-24,EUR,1.11111275
2019-10-25,EUR,1.11110394
2019-10-28,EUR,1.11110871
2019-10-29,EUR,1.11111185
2019-10-30,EUR,1.11111284
2019-10-31,EUR,1.11110885
2019-11-01,EUR,1.11110971
2019-11-04,EUR,1.111113
2019-11-05,EUR,1.11111192
2019-11-06,EUR,1.1111112
2019-11-07,EUR,1.11110759
2019-11-08,EUR,1.11111508
2019-11-11,EUR,1.11111331
2019-11-12,EUR,1.11111396
2019-11-13,EUR,1.11111166
2019-11-14,EUR,1.11110673
2019-11-15,EUR,1.11111311
2019-11-18,EUR,1.11111551
2019-11-19,EUR,1.11111472
2019-11-20,EUR,1.11111132
2019-11-21,EUR,1.11111076
2019-11-22,EUR,1.11110885
2019-11-25,EUR,1.11111123
2019-11-26,EUR,1.11110634
2019-11-27,EUR,1.11111074
2019-11-28,EUR,1.11111577
2019-11-29,EUR,1.11111004
2019-12-02,EUR,1.11111397
2019-12-03,EUR,1.11111135
2019-12-04,EUR,1.11110606
2019-12-05,EUR,1.11111042
2019-12-06,EUR,1.11110976
2019-12-09,EUR,1.11111226
2019-12-10,EUR,1.11111089
2019-12-11,EUR,1.11111004
2019-12-12,EUR,1.111113
2019-12-13,EUR,1.11110929
2019-12-16,EUR,1.11111487
2019-12-17,EUR,1.11111341
2019-12-18,EUR,1.1111076
2019-12-19,EUR,1.11111042
2019-12-20,EUR,1.11111134
2019-12-30,EUR,1.11110995
2020-01-02,EUR,1.11111613
2020-01-03,EUR,1.11111812
2020-01-06,EUR,1.11111352
2020-01-07,EUR,1.11110888
2020-01-08,EUR,1.11110988
2020-01-09,EUR,1.11111486
2020-01-10,EUR,1.11111619
2020-01-13,EUR,1.11110421
2020-01-14,EUR,1.11111016
2020-01-15,EUR,1.11110968
2020-01-16,EUR,1.11111434
2020-01-17,EUR,1.11111267
2020-01-20,EUR,1.11111142
2020-01-21,EUR,1.11111247
2020-01-22,EUR,1.11111078
2020-01-23,EUR,1.11110833
2020-01-24,EUR,1.11112191
2020-01-27,EUR,1.11110403
2020-01-28,EUR,1.11111394
2020-01-29,EUR,1.11111214
2020-01-30,EUR,1.11111288
2020-01-31,EUR,1.11110741
2020-02-03,EUR,1.098901
2020-02-04,EUR,1.09890548
2020-02-05,EUR,1.09890211
2020-02-06,EUR,1.09889766
2020-02-07,EUR,1.09889946
2020-02-10,EUR,1.09890272
2020-02-11,EUR,1.09890185
2020-02-12,EUR,1.09889978
2020-02-13,EUR,1.0989021
2020-02-14,EUR,1.09888756
2020-02-17,EUR,1.09890502
2020-02-18,EUR,1.09890129
2020-02-19,EUR,1.09890188
2020-02-20,EUR,1.09889882
2020-02-21,EUR,1.09889991
2020-02-24,EUR,1.09889739
2020-02-25,EUR,1.09890143
2020-02-26,EUR,1.09890115
2020-02-27,EUR,1.09889677
2020-02-28,EUR,1.09891076
2020-03-02,EUR,1.11111425
2020-03-03,EUR,1.11111355
2020-03-04,EUR,1.11110931
2020-03-05,EUR,1.11111414
2020-03-06,EUR,1.11111196
2020-03-09,EUR,1.11111026
2020-03-10,EUR,1.11111158
2020-03-11,EUR,1.11111194
2020-03-12,EUR,1.11111294
2020-03-13,EUR,1.11111102
2020-03-16,EUR,1.11111301
2020-03-17,EUR,1.11110921
2020-03-18,EUR,1.11111086
2020-03-19,EUR,1.11110933
2020-03-20,EUR,1.11111403
2020-03-23,EUR,1.11110962
2020-03-24,EUR,1.11111058
2020-03-25,EUR,1.11110973
2020-03-26,EUR,1.11111406
2020-03-27,EUR,1.11111079
2020-03-30,EUR,1.1111123
2020-03-31,EUR,1.11111087
2020-04-01,EUR,1.08695288
2020-04-02,EUR,1.08696263
2020-04-03,EUR,1.08695534
2020-04-06,EUR,1.0869585
2020-04-07,EUR,1.08695464
2020-04-08,EUR,1.08696083
2020-04-09,EUR,1.08695769
2020-04-14,EUR,1.08695461
2020-04-15,EUR,1.08695429
2020-04-16,EUR,1.08695694
2020-04-17,EUR,1.08692592
2020-04-20,EUR,1.08695558
2020-04-21,EUR,1.08695693
2020-04-22,EUR,1.0869557
2020-04-23,EUR,1.08695657
2020-04-24,EUR,1.08695708
2020-04-27,EUR,1.08695306
2020-04-28,EUR,1.08695708
2020-04-29,EUR,1.08695549
2020-04-30,EUR,1.08696661
2020-05-04,EUR,1.09890523
2020-05-05,EUR,1.0989012
2020-05-06,EUR,1.09889969
2020-05-07,EUR,1.09890026
2020-05-08,EUR,1.09888934
2020-05-11,EUR,1.0989019
2020-05-12,EUR,1.09890216
2020-05-13,EUR,1.09890582
2020-05-14,EUR,1.09889908
2020-05-15,EUR,1.09890161
2020-05-18,EUR,1.09890035
2020-05-19,EUR,1.09890137
2020-05-20,EUR,1.09890359
2020-05-22,EUR,1.09890218
2020-05-25,EUR,1.09889186
2020-05-26,EUR,1.09890067
2020-05-27,EUR,1.09889908
2020-05-28,EUR,1.09890086
2020-05-29,EUR,1.09889816
2020-06-02,EUR,1.13636297
2020-06-03,EUR,1.13636427
2020-06-04,EUR,1.1363621
2020-06-05,EUR,1.13635906
2020-06-08,EUR,1.13635925
2020-06-09,EUR,1.13636222
2020-06-10,EUR,1.13636559
2020-06-12,EUR,1.13636957
2020-06-15,EUR,1.13636898
2020-06-16,EUR,1.13636117
2020-06-17,EUR,1.13635715
2020-06-18,EUR,1.13636517
2020-06-19,EUR,1.13636434
2020-06-22,EUR,1.13637324
2020-06-23,EUR,1.13636426
2020-06-24,EUR,1.13636113
2020-06-25,EUR,1.13637261
2020-06-26,EUR,1.13636604
2020-06-29,EUR,1.13636552
2020-06-30,EUR,1.13636357
2020-07-01,EUR,1.14942369
2020-07-02,EUR,1.14942876
2020-07-03,EUR,1.1494204
2020-07-06,EUR,1.14943283
2020-07-07,EUR,1.14942297
2020-07-08,EUR,1.14942764
2020-07-09,EUR,1.1494252
2020-07-10,EUR,1.14942653
2020-07-13,EUR,1.14942666
2020-07-14,EUR,1.14942558
2020-07-15,EUR,1.14942175
2020-07-16,EUR,1.14942522
2020-07-17,EUR,1.14942644
2020-07-20,EUR,1.14942561
2020-07-21,EUR,1.14942977
2020-07-22,EUR,1.14943017
2020-07-23,EUR,1.14942553
2020-07-24,EUR,1.14941463
2020-07-27,EUR,1.14942611
2020-07-28,EUR,1.1494263
2020-07-29,EUR,1.14942487
2020-07-30,EUR,1.14942423
2020-08-03,EUR,1.19047993
2020-08-04,EUR,1.19047462
2020-08-05,EUR,1.19047625
2020-08-06,EUR,1.19048552
2020-08-07,EUR,1.19047477
2020-08-10,EUR,1.19047831
2020-08-11,EUR,1.19047574
2020-08-12,EUR,1.19047552
2020-08-13,EUR,1.19048167
2020-08-14,EUR,1.19047251
2020-08-17,EUR,1.19048039
2020-08-18,EUR,1.19047637
2020-08-19,EUR,1.19047766
2020-08-20,EUR,1.1904929
2020-08-21,EUR,1.19046831
2020-08-24,EUR,1.19048157
2020-08-25,EUR,1.1904789
2020-08-26,EUR,1.19047388
2020-08-27,EUR,1.19047788
2020-08-28,EUR,1.19048404
2020-08-31,EUR,1.19047971
2020-09-01,EUR,1.19046008
2020-09-02,EUR,1.19047793
2020-09-03,EUR,1.19047734
2020-09-04,EUR,1.19047104
2020-09-07,EUR,1.1904742
2020-09-08,EUR,1.19047002
2020-09-09,EUR,1.19047869
2020-09-10,EUR,1.19047749
2020-09-11,EUR,1.19047893
2020-09-14,EUR,1.19047371
2020-09-15,EUR,1.19048029
2020-09-16,EUR,1.19047904
2020-09-17,EUR,1.19047234
2020-09-18,EUR,1.19048118
2020-09-21,EUR,1.19047311
2020-09-22,EUR,1.19047441
2020-09-23,EUR,1.19047124
2020-09-24,EUR,1.19047317
2020-09-25,EUR,1.19047592
2020-09-28,EUR,1.19047259
2020-09-29,EUR,1.19047335
2020-09-30,EUR,1.19047421
2020-10-01,EUR,1.19048167
2020-10-02,EUR,1.1904731
2020-10-05,EUR,1.19047429
2020-10-06,EUR,1.19047476
2020-10-07,EUR,1.19047743
2020-10-08,EUR,1.19047712
2020-10-09,EUR,1.19048201
2020-10-12,EUR,1.19047327
2020-10-13,EUR,1.19048174
2020-10-14,EUR,1.1904764
2020-10-15,EUR,1.19047405
2020-10-16,EUR,1.19047507
2020-10-19,EUR,1.19047492
2020-10-20,EUR,1.19047203
2020-10-21,EUR,1.1904795
2020-10-22,EUR,1.19047689
2020-10-23,EUR,1.1904688
2020-10-26,EUR,1.19047837
2020-10-27,EUR,1.19047649
2020-10-28,EUR,1.1904776
2020-10-29,EUR,1.19047706
2020-10-30,EUR,1.19047829
2020-11-02,EUR,1.19047722
2020-11-03,EUR,1.19047302
2020-11-04,EUR,1.19048207
2020-11-05,EUR,1.19047346
2020-11-06,EUR,1.19047481
2020-11-09,EUR,1.19047646
2020-11-10,EUR,1.1904724
2020-11-11,EUR,1.19047828
2020-11-12,EUR,1.19047458
2020-11-13,EUR,1.19047354
2020-11-16,EUR,1.19047689
2020-11-17,EUR,1.19047549
2020-11-18,EUR,1.19047534
2020-11-19,EUR,1.19047465
2020-11-20,EUR,1.19046749
2020-11-23,EUR,1.1904777
2020-11-24,EUR,1.1904749
2020-11-25,EUR,1.19047615
2020-11-26,EUR,1.19047006
2020-11-27,EUR,1.19046662
2020-11-30,EUR,1.19047522
2020-12-01,EUR,1.21950996
2020-12-02,EUR,1.21951218
2020-12-03,EUR,1.21951187
2020-12-04,EUR,1.2195097
2020-12-07,EUR,1.21951393
2020-12-08,EUR,1.21950881
2020-12-09,EUR,1.21950517
2020-12-10,EUR,1.21950655
2020-12-11,EUR,1.219509
2020-12-14,EUR,1.21950773
2020-12-15,EUR,1.21951278
2020-12-16,EUR,1.21950732
2020-12-17,EUR,1.21951337
2020-12-18,EUR,1.21951489
2020-12-21,EUR,1.21951277
2020-12-22,EUR,1.21951573
2020-12-23,EUR,1.21951837
2020-12-28,EUR,1.21954656
2020-12-31,EUR,1.21951436
2021-01-04,EUR,1.21951154
2021-01-05,EUR,1.21951051
2021-01-06,EUR,1.2195138
2021-01-07,EUR,1.2195141
2021-01-08,EUR,1.2195109
2021-01-11,EUR,1.21951238
2021-01-12,EUR,1.21950865
2021-01-13,EUR,1.21950281
2021-01-14,EUR,1.21951063
2021-01-15,EUR,1.21951361
2021-01-18,EUR,1.21950923
2021-01-19,EUR,1.21951224
2021-01-20,EUR,1.21950839
2021-01-21,EUR,1.21950965
2021-01-22,EUR,1.21950775
2021-01-25,EUR,1.21951143
2021-01-26,EUR,1.21951115
2021-01-27,EUR,1.21951523
2021-01-28,EUR,1.21951057
2021-01-29,EUR,1.21950402
2021-02-01,EUR,1.21951065
2021-02-02,EUR,1.21951106
2021-02-03,EUR,1.21951142
2021-02-04,EUR,1.21951064
2021-02-05,EUR,1.21950499
2021-02-08,EUR,1.2195108
2021-02-09,EUR,1.21951277
2021-02-10,EUR,1.21951025
2021-02-11,EUR,1.21950661
2021-02-12,EUR,1.21951654
2021-02-15,EUR,1.21951106
2021-02-16,EUR,1.21951126
2021-02-17,EUR,1.21951433
2021-02-18,EUR,1.21951029
2021-02-19,EUR,1.21951153
2021-02-22,EUR,1.21951166
2021-02-23,EUR,1.21951137
2021-02-24,EUR,1.21950357
2021-02-25,EUR,1.21951317
2021-02-26,EUR,1.21951472
2021-03-01,EUR,1.20481916
2021-03-02,EUR,1.20481847
2021-03-03,EUR,1.20481927
2021-03-04,EUR,1.20482043
2021-03-05,EUR,1.20481832
2021-03-08,EUR,1.20481692
2021-03-09,EUR,1.20481949
2021-03-10,EUR,1.20481988
2021-03-11,EUR,1.20481845
2021-03-12,EUR,1.20482173
2021-03-15,EUR,1.20481978
2021-03-16,EUR,1.20481862
2021-03-17,EUR,1.20481848
2021-03-18,EUR,1.20482097
2021-03-19,EUR,1.20481608
2021-03-22,EUR,1.20481888
2021-03-23,EUR,1.2048172
2021-03-24,EUR,1.20482188
2021-03-25,EUR,1.20482237
2021-03-26,EUR,1.20482005
2021-03-29,EUR,1.20482239
2021-03-30,EUR,1.2048188
2021-03-31,EUR,1.20481526
2021-04-01,EUR,1.20482084
2021-04-06,EUR,1.20481742
2021-04-07,EUR,1.20481538
2021-04-08,EUR,1.2048192
2021-04-09,EUR,1.20481961
2021-04-12,EUR,1.2048192
2021-04-13,EUR,1.20481929
2021-04-14,EUR,1.20481961
2021-04-15,EUR,1.20481833
2021-04-16,EUR,1.20482037
2021-04-19,EUR,1.20481767
2021-04-20,EUR,1.20481804
2021-04-21,EUR,1.20481969
2021-04-22,EUR,1.20481828
2021-04-23,EUR,1.20481655
2021-04-26,EUR,1.20481722
2021-04-27,EUR,1.20481927
2021-04-28,EUR,1.20481832
2021-04-29,EUR,1.20481925
2021-04-30,EUR,1.20482075
2021-05-03,EUR,1.21950867
2021-05-04,EUR,1.21951494
2021-05-05,EUR,1.21951155
2021-05-06,EUR,1.21951273
2021-05-07,EUR,1.21951271
2021-05-10,EUR,1.21951092
2021-05-11,EUR,1.21951171
2021-05-12,EUR,1.21951296
2021-05-14,EUR,1.21950459
2021-05-17,EUR,1.21951234
2021-05-18,EUR,1.2195092
2021-05-19,EUR,1.21951183
2021-05-20,EUR,1.21951117
2021-05-21,EUR,1.21950966
2021-05-25,EUR,1.2195101
2021-05-26,EUR,1.21951136
2021-05-27,EUR,1.21951094
2021-05-28,EUR,1.21950965
2021-05-31,EUR,1.21950836
2021-06-01,EUR,1.20482225
2021-06-02,EUR,1.20482462
2021-06-04,EUR,1.20481796
2021-06-07,EUR,1.2048174
2021-06-08,EUR,1.20482103
2021-06-09,EUR,1.20481962
2021-06-10,EUR,1.20481718
2021-06-11,EUR,1.20481789
2021-06-14,EUR,1.20482093
2021-06-15,EUR,1.20481876
2021-06-16,EUR,1.20482295
2021-06-17,EUR,1.20482083
2021-06-18,EUR,1.20481882
2021-06-21,EUR,1.20482141
2021-06-22,EUR,1.20481973
2021-06-23,EUR,1.20482007
2021-06-24,EUR,1.20481771
2021-06-25,EUR,1.20481796
2021-06-28,EUR,1.20481726
2021-06-29,EUR,1.2048196
2021-06-30,EUR,1.20481964
2021-07-01,EUR,1.1904766
2021-07-02,EUR,1.19047585
2021-07-05,EUR,1.19047493
2021-07-06,EUR,1.1904774
2021-07-07,EUR,1.19047314
2021-07-08,EUR,1.19047706
2021-07-09,EUR,1.19047095
2021-07-12,EUR,1.19047482
2021-07-13,EUR,1.19047409
2021-07-14,EUR,1.19047668
2021-07-15,EUR,1.19047587
2021-07-16,EUR,1.19047829
2021-07-19,EUR,1.19047216
2021-07-20,EUR,1.19047734
2021-07-21,EUR,1.19047545
2021-07-22,EUR,1.1904747
